Unnamed: 0,userName,text,tweetcreatedts,tweet_clean,tweet_english
1153,Pengguna Google,"Baru ikut seminar, ternyata yahudd ad souvernirny ;)",26/09/2019 03:00,"Baru ikut seminar, ternyata yahudd ad souvernirny","Just joined the seminar, it turns out that the Jews have souvenirs"
1154,Pengguna Google,Sarana untuk melaporkan keluh kesah,26/09/2019 03:00,Sarana untuk melaporkan keluh kesah,A means to report complaints
1155,Pengguna Google,Aplikasinya bagus,26/09/2019 02:58,Aplikasinya bagus,The application is good
1156,Pengguna Google,Aplikasi yang bagus.... Berguna serta bermanfaat bagi mereka yang ingin melaporkan berbagai hal. Aplikasi yang mudah dipahami dan simple,26/09/2019 02:47,Aplikasi yang bagus.... Berguna serta bermanfaat bagi mereka yang ingin melaporkan berbagai hal. Aplikasi yang mudah dipahami dan simple,Good application .... useful and useful for those who want to report various things.Applications that are easy to understand and simple
1157,Pengguna Google,Aplikasinya sangat berguna buat masyarakat karna disini masyarakat bisa melapor ttg apa yg terjadi disekitar,26/09/2019 02:43,Aplikasinya sangat berguna buat masyarakat karna disini masyarakat bisa melapor ttg apa yg terjadi disekitar,The application is very useful for the community because here the community can report about what happens around
1158,Pengguna Google,Sangat membantu sekali,26/09/2019 02:41,Sangat membantu sekali,Very helpful
1159,Pengguna Google,Mantap,26/09/2019 02:40,Mantap,Great
1160,Pengguna Google,Semoga dengan adanya aplikasi lapor menjadikan semua kejadian mudah untuk mendapatkan informasi,26/09/2019 02:38,Semoga dengan adanya aplikasi lapor menjadikan semua kejadian mudah untuk mendapatkan informasi,Hopefully with the LAPOR application makes all events easy to get information
1161,Pengguna Google,Aplikasi yang berguna,26/09/2019 02:38,Aplikasi yang berguna,Useful application
1162,Pengguna Google,Dengan aplikasih ini kita dpt melaporkan suatu peristiwa atau kejadian,26/09/2019 02:36,Dengan aplikasih ini kita dpt melaporkan suatu peristiwa atau kejadian,With this application we can report an event or event
1163,Pengguna Google,Apk Ini sangat membantu dan memudahkan masyarakat untuk melaporkan permasalahan yang ada di sekitar.,26/09/2019 02:34,Apk Ini sangat membantu dan memudahkan masyarakat untuk melaporkan permasalahan yang ada di sekitar.,This APK is very helpful and makes it easier for the public to report the problems that are around.
1164,Pengguna Google,Aplikasi ini sangat membantu saya dalam melaporkan kendala yang ada di lingkungan masyarakat.,26/09/2019 02:29,Aplikasi ini sangat membantu saya dalam melaporkan kendala yang ada di lingkungan masyarakat.,This application really helped me in reporting the obstacles in the community.
1165,Pengguna Google,Bagus,26/09/2019 02:24,Bagus,Good
1166,Pengguna Google,Bagus,26/09/2019 02:22,Bagus,Good
1167,Pengguna Google,Mantap,26/09/2019 02:20,Mantap,Great
1168,Pengguna Google,Semoga bisa semangkin berkembang,26/09/2019 02:17,Semoga bisa semangkin berkembang,Hopefully it can develop
1169,Pengguna Google,Sangat membantu laporan online,26/09/2019 02:17,Sangat membantu laporan online,Very helpful for online reports
1170,Pengguna Google,Aplikasinya sangat berguna,26/09/2019 02:17,Aplikasinya sangat berguna,The application is very useful
1171,Pengguna Google,Mantappp,26/09/2019 02:12,Mantappp,Mantappp
1172,Pengguna Google,Mudah digunakan,26/09/2019 02:11,Mudah digunakan,Easy to use
1173,Pengguna Google,Bagus,26/09/2019 02:10,Bagus,Good
1174,Pengguna Google,Sangat membantu terutama masyarakat,26/09/2019 02:08,Sangat membantu terutama masyarakat,"Very helpful, especially the community"
1175,Pengguna Google,"Aplikasi lapor sangat baik , bagus untuk melaporkan hal yg perlu dilaporkan. Aplikasinya sngat membantu????",26/09/2019 02:08,"Aplikasi lapor sangat baik , bagus untuk melaporkan hal yg perlu dilaporkan. Aplikasinya sngat membantu????","Report application is very good, good to report things that need to be reported.The application is very helpful ????"
1176,Pengguna Google,Aplikasi ini membantu masyarakat untuk mempermudah proses lapor,26/09/2019 02:05,Aplikasi ini membantu masyarakat untuk mempermudah proses lapor,This application helps the community to facilitate the reporting process
1177,Pengguna Google,Aplikasi ini sangat membantu bagi masyarakat untuk memajukan Indonesia,26/09/2019 02:04,Aplikasi ini sangat membantu bagi masyarakat untuk memajukan Indonesia,This application is very helpful for the public to advance Indonesia
1178,Pengguna Google,Mantav!,26/09/2019 02:03,Mantav!,Mantav!
1179,Pengguna Google,Aplikasinya bagus dan memudahkan masyarakat untuk menyampaikan kritik dan sarannya,26/09/2019 02:01,Aplikasinya bagus dan memudahkan masyarakat untuk menyampaikan kritik dan sarannya,The application is good and makes it easier for the community to convey their criticism and suggestions
1180,Pengguna Google,Sangat baik. Aplikasi nya sangat mudah.,26/09/2019 02:00,Sangat baik. Aplikasi nya sangat mudah.,Very good.The application is very easy.
1181,Pengguna Google,Mantap apalikasinya sangat berguna buat,26/09/2019 01:56,Mantap apalikasinya sangat berguna buat,Great apology is very useful for
1182,Pengguna Google,Okesipp,26/09/2019 01:56,Okesipp,OKESIPP
1183,Pengguna Google,"Masih uji coba, jika bagus dinaikin siappp mantuullll",26/09/2019 01:56,"Masih uji coba, jika bagus dinaikin siappp mantuullll","Still a trial, if it is good to be raised ready to Mantuullll"
1184,Pengguna Google,Aplikasi nya baik,26/09/2019 01:54,Aplikasi nya baik,The application is good
1185,Pengguna Google,Oke good,26/09/2019 01:53,Oke good,Okay good
1186,Pengguna Google,Luar biasa ??,26/09/2019 01:49,Luar biasa ??,Extraordinary ??
1187,Pengguna Google,Aplikasihnya sangat membantu,26/09/2019 01:29,Aplikasihnya sangat membantu,The application is very helpful
1188,Pengguna Google,Aplikasi nya sudah baik.,26/09/2019 01:29,Aplikasi nya sudah baik.,The application is good.
1189,Pengguna Google,Sangat sukai sekali,26/09/2019 01:27,Sangat sukai sekali,Very liked
1190,Pengguna Google,Sangat membantu,26/09/2019 01:20,Sangat membantu,Very helpful
1191,Pengguna Google,Aplikasinya menarik,26/09/2019 01:12,Aplikasinya menarik,The application is interesting
1192,Pengguna Google,Mempermudah untuk menyampaikan aspirasi,26/09/2019 01:10,Mempermudah untuk menyampaikan aspirasi,Make it easier to express aspirations
1193,Pengguna Google,Aplikasinya cangih dan mudah dimengerti,26/09/2019 01:08,Aplikasinya cangih dan mudah dimengerti,The application is cangih and easy to understand
1194,Pengguna Google,Mantap sangat membantu,26/09/2019 01:02,Mantap sangat membantu,Great very helpful
1195,Pengguna Google,Bad,26/09/2019 00:36,Bad,Bad
1196,Pengguna Google,Kok saya gk bisa masuk di akun atau pesbuk,25/09/2019 01:38,Kok saya gk bisa masuk di akun atau pesbuk,How come I can't enter the account or pesbuk
1197,Pengguna Google,Saya kasi bintang 5 . Kenapa laporan saya di hapus. Maslah bpjs. Yg tidak sesuai gaji saya yg di laporkan dengan gaji yg saya trima. Tolong di perjelas. Di umum kan agar hak karyawan bisa di penuhi.,24/09/2019 13:27,Saya kasi bintang . Kenapa laporan saya di hapus. Maslah bpjs. Yg tidak sesuai gaji saya yg di laporkan dengan gaji yg saya trima. Tolong di perjelas. Di umum kan agar hak karyawan bisa di penuhi.,"I give a star.Why is my report deleted.BPJS Problems.Which is not in accordance with my salary reported by the salary that I am receiving.Please clarify.In general, so that employee rights can be fulfilled."
1198,Pengguna Google,Sangat membantu sekali,23/09/2019 08:58,Sangat membantu sekali,Very helpful
1199,Pengguna Google,Mudah2an bisa d kembangkan lagi supaya lebih baik,23/09/2019 00:54,Mudah2an bisa d kembangkan lagi supaya lebih baik,Hopefully it can be developed again to make it better
1200,Pengguna Google,"Sya kasi bintang 3 dlu, klau bagus & ada tindak Lanjut nya..baru bintang 4 & sekaligus kmi promosiin Aplikasi nya agar lebih meluas lgi ????",20/09/2019 17:54,"Sya kasi bintang dlu, klau bagus & ada tindak Lanjut nya..baru bintang & sekaligus kmi promosiin Aplikasi nya agar lebih meluas lgi ????","I will be a star, if it's good & there is a follow -up ... new stars & at the same time KMI promotes the application to make it more widespread ????"
1201,Pengguna Google,Mantul biar ada pengawasan dari masyarakat buat pejabat publik,20/09/2019 17:49,Mantul biar ada pengawasan dari masyarakat buat pejabat publik,Great so that there is supervision from the public for public officials
1202,Pengguna Google,Developer kembangkan lagi ya aplikasi ini masih terlalu sulit untuk di gunakan dan untuk pengaturan tempat masih gangguan thanks semoga kritik ini bisa membangun kita semua salam,20/09/2019 10:02,Developer kembangkan lagi ya aplikasi ini masih terlalu sulit untuk di gunakan dan untuk pengaturan tempat masih gangguan thanks semoga kritik ini bisa membangun kita semua salam,"Developer develops again, this application is still too difficult to use and for settings the place is still a disruption thanks, hopefully this criticism can build us all greetings"
1203,Pengguna Google,"Sementara Kasih bintang 3, nanti di tambah lagi setelah di coba",20/09/2019 08:14,"Sementara Kasih bintang , nanti di tambah lagi setelah di coba","While love star, later plus after trying"
1204,Pengguna Google,Good apps,20/09/2019 03:26,Good apps,Good apps
1205,Pengguna Google,Saya Baru mengalami masalah di dalam pekerjaan... Dan saya ingin melapor kepada pihak yg berwajib. Saya harap aplikasi ini bisa membantu saya... Jika ada Respon dari aplikasi ini dan benar² membantu... Saya akan setia dengan aplikasi ini ??Terima kasih. Saya harap bantuan nya Nanti bintang saya naikin 5 BINTANG,20/09/2019 02:50,Saya Baru mengalami masalah di dalam pekerjaan... Dan saya ingin melapor kepada pihak yg berwajib. Saya harap aplikasi ini bisa membantu saya... Jika ada Respon dari aplikasi ini dan benar membantu... Saya akan setia dengan aplikasi ini ??Terima kasih. Saya harap bantuan nya Nanti bintang saya naikin BINTANG,I just experienced problems at work ... and I want to report to the authorities.I hope this application can help me ... if there is a response from this application and really helps ... I will be loyal to this application ?? Thank you.I hope the help later I will ride the star
1206,Pengguna Google,Untuk pelayanan publik. Menjadi lebih baik,20/09/2019 02:21,Untuk pelayanan publik. Menjadi lebih baik,For public services.To be better
1207,Pengguna Google,"Aplikasi LAPOR! untuk pejabat penghubung SKPD, apakah sama pake yg ini? Biar bisa realtime mencek jika ada laporan yg masuk ke skpd ybs",20/09/2019 00:24,"Aplikasi LAPOR! untuk pejabat penghubung SKPD, apakah sama pake yg ini? Biar bisa realtime mencek jika ada laporan yg masuk ke skpd ybs","Report application!For SKPD liaison officials, is it the same as using this one?So that you can be realtime if there are reports that enter the SKPD"
1208,Pengguna Google,"Baru nyoba nihh penasaran apps apa hehehe siapa tau bisa membantu dlam mnyampaikan kritik,saran :)",19/09/2019 11:45,"Baru nyoba nihh penasaran apps apa hehehe siapa tau bisa membantu dlam mnyampaikan kritik,saran","I just tried to be curious about what apps hehehe who knows can help in the criticism, suggestions"
1209,Pengguna Google,"Kenapa ya saya tidak bisa melapor via aplikasi? Sudah saya coba klik lapor dan sudah membuat laporan tp ketika mau klik ""lanjutkan"" tidak bisa? Tetapi saya buat laporan via google/web baru bisa dibuat laporan saya sampai tahap akhir Saya kira gangguan di aplikasi tapi sudah saya coba hapus aplikasi kemudian saya instal ulang tetapi tetap tidak bisa Mohon solusinya karena aplikasi ini sudah sangat membantu kami dalam melaporkan hal-hal yang terjadi di sekitar kami Terima kasih ??",19/09/2019 11:03,"Kenapa ya saya tidak bisa melapor via aplikasi? Sudah saya coba klik lapor dan sudah membuat laporan tp ketika mau klik ""lanjutkan"" tidak bisa? Tetapi saya buat laporan via google/web baru bisa dibuat laporan saya sampai tahap akhir Saya kira gangguan di aplikasi tapi sudah saya coba hapus aplikasi kemudian saya instal ulang tetapi tetap tidak bisa Mohon solusinya karena aplikasi ini sudah sangat membantu kami dalam melaporkan hal-hal yang terjadi di sekitar kami Terima kasih ??","Why can't I report via the application?I tried to click report and have made a report but when I want to click ""Continue"" it can't?But I made a report via Google/the new website, I can make my report until the final stage I think the disturbance in the application but I have tried to delete the application then I reinstall it but still can't ask for a solution because this application is very helpful for us to report the things that arehappen around us thank you ??"
1210,Pengguna Google,Beramnfaat,19/09/2019 09:42,Beramnfaat,Benefits
1211,Pengguna Google,Sukses selalu,19/09/2019 06:50,Sukses selalu,Good luck for the future
1212,Pengguna Google,Mantap,19/09/2019 02:56,Mantap,Great
1213,Pengguna Google,Semoga dengan adanya aplikasi ini KKN bisa diminimalisir,19/09/2019 02:56,Semoga dengan adanya aplikasi ini KKN bisa diminimalisir,Hopefully with this application KKN can be minimized
1214,Pengguna Google,"Waduhhh mass, padahal saya udah unduh sejak regristrasi tadi. Tapi kenapa aku ngga dipilih???????????? #LAPOR! goestokampus banjarbaru",19/09/2019 02:30,"Waduhhh mass, padahal saya udah unduh sejak regristrasi tadi. Tapi kenapa aku ngga dipilih???????????? ! goestokampus banjarbaru","Ouch mass, even though I have downloaded it since the registration earlier.But why am I not selected ?????????????!Goestokampus Banjarbaru"
1215,Pengguna Google,Sangat sangat bermanfaat,19/09/2019 02:23,Sangat sangat bermanfaat,Very very useful
1216,Pengguna Google,Ok,18/09/2019 03:59,Ok,OK
1217,Pengguna Google,Susahnya isi tanggal lahir. Mohon diperbaiki,16/09/2019 02:55,Susahnya isi tanggal lahir. Mohon diperbaiki,Difficulty in the contents of the date of birth.Please fix it
1218,Pengguna Google,Mantap... Hak Rakyat Untuk Mendapatkan Pelayanan Terbaik...,16/09/2019 01:09,Mantap... Hak Rakyat Untuk Mendapatkan Pelayanan Terbaik...,Great ... the rights of the people to get the best service ...
1219,Pengguna Google,"Semoga dgn adanya aplikasi ini. Memudahkan masyarakat untuk menyampaikan kritik, pendapat, usulan, masukan, bahkan aduan. Yang dijaga kerahasiannya. Terima kasih",15/09/2019 04:46,"Semoga dgn adanya aplikasi ini. Memudahkan masyarakat untuk menyampaikan kritik, pendapat, usulan, masukan, bahkan aduan. Yang dijaga kerahasiannya. Terima kasih","Hopefully with this application.Make it easy for the community to convey criticism, opinions, proposals, input, even complaints.Which is kept confidential.Thank you"
1220,Pengguna Google,Kerann apk ini,13/09/2019 18:29,Kerann apk ini,This APK tap
1221,Pengguna Google,"Jadi semakin mudah utk mengawasi jalannya pemerintahan, ayo jangan ragu download aplikasi ini agar bisa lapor kapan aja dimana aja.",13/09/2019 04:23,"Jadi semakin mudah utk mengawasi jalannya pemerintahan, ayo jangan ragu download aplikasi ini agar bisa lapor kapan aja dimana aja.","So it is easier to supervise the course of government, let's not hesitate to download this application so you can report anywhere."
